,FIPS,Name,State
1062,21147,McCreary,KY
1063,21149,McLean,KY
1064,21151,Madison,KY
1065,21153,Magoffin,KY
1066,21155,Marion,KY
1067,21157,Marshall,KY
1068,21159,Martin,KY
1069,21161,Mason,KY
1070,21163,Meade,KY
1071,21165,Menifee,KY
1072,21167,Mercer,KY
1073,21169,Metcalfe,KY
1074,21171,Monroe,KY
1075,21173,Montgomery,KY
1076,21175,Morgan,KY
1077,21177,Muhlenberg,KY
1078,21179,Nelson,KY
1079,21181,Nicholas,KY
1080,21183,Ohio,KY
1081,21185,Oldham,KY
1082,21187,Owen,KY
1083,21189,Owsley,KY
1084,21191,Pendleton,KY
1085,21193,Perry,KY
1086,21195,Pike,KY
1087,21197,Powell,KY
1088,21199,Pulaski,KY
1089,21201,Robertson,KY
1090,21203,Rockcastle,KY
1091,21205,Rowan,KY
1092,21207,Russell,KY
1093,21209,Scott,KY
1094,21211,Shelby,KY
1095,21213,Simpson,KY
1096,21215,Spencer,KY
1097,21217,Taylor,KY
1098,21219,Todd,KY
1099,21221,Trigg,KY
1100,21223,Trimble,KY
1101,21225,Union,KY
1102,21227,Warren,KY
1103,21229,Washington,KY
1104,21231,Wayne,KY
1105,21233,Webster,KY
1106,21235,Whitley,KY
1107,21237,Wolfe,KY
1108,21239,Woodford,KY
1109,22001,Acadia,LA
1110,22003,Allen,LA
1111,22005,Ascension,LA
1112,22007,Assumption,LA
1113,22009,Avoyelles,LA
1114,22011,Beauregard,LA
1115,22013,Bienville,LA
1116,22015,Bossier,LA
1117,22017,Caddo,LA
1118,22019,Calcasieu,LA
1119,22021,Caldwell,LA
1120,22023,Cameron,LA
1121,22025,Catahoula,LA
1122,22027,Claiborne,LA
1123,22029,Concordia,LA
1124,22031,De Soto,LA
1125,22033,East Baton Rouge,LA
1126,22035,East Carroll,LA
1127,22037,East Feliciana,LA
1128,22039,Evangeline,LA
1129,22041,Franklin,LA
1130,22043,Grant,LA
1131,22045,Iberia,LA
1132,22047,Iberville,LA
1133,22049,Jackson,LA
1134,22051,Jefferson,LA
1135,22053,Jefferson Davis,LA
1136,22055,Lafayette,LA
1137,22057,Lafourche,LA
1138,22059,La Salle,LA
1139,22061,Lincoln,LA
1140,22063,Livingston,LA
1141,22065,Madison,LA
1142,22067,Morehouse,LA
1143,22069,Natchitoches,LA
1144,22071,Orleans,LA
1145,22073,Ouachita,LA
1146,22075,Plaquemines,LA
1147,22077,Pointe Coupee,LA
1148,22079,Rapides,LA
1149,22081,Red River,LA
1150,22083,Richland,LA
1151,22085,Sabine,LA
1152,22087,St Bernard,LA
1153,22089,St Charles,LA
1154,22091,St Helena,LA
1155,22093,St James,LA
1156,22095,St John the Baptist,LA
1157,22097,St Landry,LA
1158,22099,St Martin,LA
1159,22101,St Mary,LA
1160,22103,St Tammany,LA
1161,22105,Tangipahoa,LA
1162,22107,Tensas,LA
1163,22109,Terrebonne,LA
1164,22111,Union,LA
1165,22113,Vermilion,LA
1166,22115,Vernon,LA
1167,22117,Washington,LA
1168,22119,Webster,LA
1169,22121,West Baton Rouge,LA
1170,22123,West Carroll,LA
1171,22125,West Feliciana,LA
1172,22127,Winn,LA
1173,23001,Androscoggin,ME
1174,23003,Aroostook,ME
1175,23005,Cumberland,ME
1176,23007,Franklin,ME
1177,23009,Hancock,ME
1178,23011,Kennebec,ME
1179,23013,Knox,ME
1180,23015,Lincoln,ME
1181,23017,Oxford,ME
1182,23019,Penobscot,ME
1183,23021,Piscataquis,ME
1184,23023,Sagadahoc,ME
1185,23025,Somerset,ME
1186,23027,Waldo,ME
1187,23029,Washington,ME
1188,23031,York,ME
1189,24001,Allegany,MD
1190,24003,Anne Arundel,MD
1191,24005,Baltimore,MD
1192,24009,Calvert,MD
1193,24011,Caroline,MD
1194,24013,Carroll,MD
1195,24015,Cecil,MD
1196,24017,Charles,MD
1197,24019,Dorchester,MD
1198,24021,Frederick,MD
1199,24023,Garrett,MD
1200,24025,Harford,MD
1201,24027,Howard,MD
1202,24029,Kent,MD
1203,24031,Montgomery,MD
1204,24033,Prince Georges,MD
1205,24035,Queen Annes,MD
1206,24037,St Marys,MD
1207,24039,Somerset,MD
1208,24041,Talbot,MD
1209,24043,Washington,MD
1210,24045,Wicomico,MD
1211,24047,Worcester,MD
1212,24510,Baltimore City,MD
1213,25001,Barnstable,MA
1214,25003,Berkshire,MA
1215,25005,Bristol,MA
1216,25007,Dukes,MA
1217,25009,Essex,MA
1218,25011,Franklin,MA
1219,25013,Hampden,MA
1220,25015,Hampshire,MA
1221,25017,Middlesex,MA
1222,25019,Nantucket,MA
1223,25021,Norfolk,MA
1224,25023,Plymouth,MA
1225,25025,Suffolk,MA
1226,25027,Worcester,MA
1227,26001,Alcona,MI
1228,26003,Alger,MI
1229,26005,Allegan,MI
1230,26007,Alpena,MI
1231,26009,Antrim,MI
1232,26011,Arenac,MI
1233,26013,Baraga,MI
1234,26015,Barry,MI
1235,26017,Bay,MI
1236,26019,Benzie,MI
1237,26021,Berrien,MI
1238,26023,Branch,MI
1239,26025,Calhoun,MI
1240,26027,Cass,MI
1241,26029,Charlevoix,MI
1242,26031,Cheboygan,MI
1243,26033,Chippewa,MI
1244,26035,Clare,MI
1245,26037,Clinton,MI
1246,26039,Crawford,MI
1247,26041,Delta,MI
1248,26043,Dickinson,MI
1249,26045,Eaton,MI
1250,26047,Emmet,MI
1251,26049,Genesee,MI
1252,26051,Gladwin,MI
1253,26053,Gogebic,MI
1254,26055,Grand Traverse,MI
1255,26057,Gratiot,MI
1256,26059,Hillsdale,MI
1257,26061,Houghton,MI
1258,26063,Huron,MI
1259,26065,Ingham,MI
1260,26067,Ionia,MI
1261,26069,Iosco,MI
1262,26071,Iron,MI
1263,26073,Isabella,MI
1264,26075,Jackson,MI
1265,26077,Kalamazoo,MI
1266,26079,Kalkaska,MI
1267,26081,Kent,MI
1268,26083,Keweenaw,MI
1269,26085,Lake,MI
1270,26087,Lapeer,MI
1271,26089,Leelanau,MI
1272,26091,Lenawee,MI
1273,26093,Livingston,MI
1274,26095,Luce,MI
1275,26097,Mackinac,MI
1276,26099,Macomb,MI
1277,26101,Manistee,MI
1278,26103,Marquette,MI
1279,26105,Mason,MI
1280,26107,Mecosta,MI
1281,26109,Menominee,MI
1282,26111,Midland,MI
1283,26113,Missaukee,MI
1284,26115,Monroe,MI
1285,26117,Montcalm,MI
1286,26119,Montmorency,MI
1287,26121,Muskegon,MI
1288,26123,Newaygo,MI
1289,26125,Oakland,MI
1290,26127,Oceana,MI
1291,26129,Ogemaw,MI
1292,26131,Ontonagon,MI
1293,26133,Osceola,MI
1294,26135,Oscoda,MI
1295,26137,Otsego,MI
1296,26139,Ottawa,MI
1297,26141,Presque Isle,MI
1298,26143,Roscommon,MI
1299,26145,Saginaw,MI
1300,26147,St Clair,MI
1301,26149,St Joseph,MI
1302,26151,Sanilac,MI
1303,26153,Schoolcraft,MI
1304,26155,Shiawassee,MI
1305,26157,Tuscola,MI
1306,26159,Van Buren,MI
1307,26161,Washtenaw,MI
1308,26163,Wayne,MI
1309,26165,Wexford,MI
1310,27001,Aitkin,MN
1311,27003,Anoka,MN
1312,27005,Becker,MN
1313,27007,Beltrami,MN
1314,27009,Benton,MN
1315,27011,Big Stone,MN
1316,27013,Blue Earth,MN
1317,27015,Brown,MN
1318,27017,Carlton,MN
1319,27019,Carver,MN
1320,27021,Cass,MN
1321,27023,Chippewa,MN
1322,27025,Chisago,MN
1323,27027,Clay,MN
1324,27029,Clearwater,MN
1325,27031,Cook,MN
1326,27033,Cottonwood,MN
1327,27035,Crow Wing,MN
1328,27037,Dakota,MN
1329,27039,Dodge,MN
1330,27041,Douglas,MN
1331,27043,Faribault,MN
1332,27045,Fillmore,MN
1333,27047,Freeborn,MN
1334,27049,Goodhue,MN
1335,27051,Grant,MN
1336,27053,Hennepin,MN
1337,27055,Houston,MN
1338,27057,Hubbard,MN
1339,27059,Isanti,MN
1340,27061,Itasca,MN
1341,27063,Jackson,MN
1342,27065,Kanabec,MN
1343,27067,Kandiyohi,MN
1344,27069,Kittson,MN
1345,27071,Koochiching,MN
1346,27073,Lac qui Parle,MN
1347,27075,Lake,MN
1348,27077,Lake of the Woods,MN
1349,27079,Le Sueur,MN
1350,27081,Lincoln,MN
1351,27083,Lyon,MN
1352,27085,McLeod,MN
1353,27087,Mahnomen,MN
1354,27089,Marshall,MN
1355,27091,Martin,MN
1356,27093,Meeker,MN
1357,27095,Mille Lacs,MN
1358,27097,Morrison,MN
1359,27099,Mower,MN
1360,27101,Murray,MN
1361,27103,Nicollet,MN
1362,27105,Nobles,MN
1363,27107,Norman,MN
1364,27109,Olmsted,MN
1365,27111,Otter Tail,MN
1366,27113,Pennington,MN
1367,27115,Pine,MN
1368,27117,Pipestone,MN
1369,27119,Polk,MN
1370,27121,Pope,MN
1371,27123,Ramsey,MN
1372,27125,Red Lake,MN
1373,27127,Redwood,MN
1374,27129,Renville,MN
1375,27131,Rice,MN
1376,27133,Rock,MN
1377,27135,Roseau,MN
1378,27137,St Louis,MN
1379,27139,Scott,MN
1380,27141,Sherburne,MN
1381,27143,Sibley,MN
1382,27145,Stearns,MN
1383,27147,Steele,MN
1384,27149,Stevens,MN
1385,27151,Swift,MN
1386,27153,Todd,MN
1387,27155,Traverse,MN
1388,27157,Wabasha,MN
1389,27159,Wadena,MN
1390,27161,Waseca,MN
1391,27163,Washington,MN
1392,27165,Watonwan,MN
1393,27167,Wilkin,MN
1394,27169,Winona,MN
1395,27171,Wright,MN
1396,27173,Yellow Medicine,MN
1397,28001,Adams,MS
1398,28003,Alcorn,MS
1399,28005,Amite,MS
1400,28007,Attala,MS
1401,28009,Benton,MS
1402,28011,Bolivar,MS
1403,28013,Calhoun,MS
1404,28015,Carroll,MS
1405,28017,Chickasaw,MS
1406,28019,Choctaw,MS
1407,28021,Claiborne,MS
1408,28023,Clarke,MS
1409,28025,Clay,MS
1410,28027,Coahoma,MS
1411,28029,Copiah,MS
1412,28031,Covington,MS
1413,28033,De Soto,MS
1414,28035,Forrest,MS
1415,28037,Franklin,MS
1416,28039,George,MS
1417,28041,Greene,MS
1418,28043,Grenada,MS
1419,28045,Hancock,MS
1420,28047,Harrison,MS
1421,28049,Hinds,MS
1422,28051,Holmes,MS
1423,28053,Humphreys,MS
1424,28055,Issaquena,MS
1425,28057,Itawamba,MS
1426,28059,Jackson,MS
1427,28061,Jasper,MS
1428,28063,Jefferson,MS
1429,28065,Jefferson Davis,MS
1430,28067,Jones,MS
1431,28069,Kemper,MS
1432,28071,Lafayette,MS
1433,28073,Lamar,MS
1434,28075,Lauderdale,MS
1435,28077,Lawrence,MS
1436,28079,Leake,MS
1437,28081,Lee,MS
1438,28083,Leflore,MS
1439,28085,Lincoln,MS
1440,28087,Lowndes,MS
1441,28089,Madison,MS
1442,28091,Marion,MS
1443,28093,Marshall,MS
1444,28095,Monroe,MS
1445,28097,Montgomery,MS
1446,28099,Neshoba,MS
1447,28101,Newton,MS
1448,28103,Noxubee,MS
1449,28105,Oktibbeha,MS
1450,28107,Panola,MS
1451,28109,Pearl River,MS
1452,28111,Perry,MS
1453,28113,Pike,MS
1454,28115,Pontotoc,MS
1455,28117,Prentiss,MS
1456,28119,Quitman,MS
1457,28121,Rankin,MS
1458,28123,Scott,MS
1459,28125,Sharkey,MS
1460,28127,Simpson,MS
1461,28129,Smith,MS
1462,28131,Stone,MS
1463,28133,Sunflower,MS
1464,28135,Tallahatchie,MS
1465,28137,Tate,MS
1466,28139,Tippah,MS
1467,28141,Tishomingo,MS
1468,28143,Tunica,MS
1469,28145,Union,MS
1470,28147,Walthall,MS
1471,28149,Warren,MS
1472,28151,Washington,MS
1473,28153,Wayne,MS
1474,28155,Webster,MS
1475,28157,Wilkinson,MS
1476,28159,Winston,MS
1477,28161,Yalobusha,MS
1478,28163,Yazoo,MS
1479,29001,Adair,MO
1480,29003,Andrew,MO
1481,29005,Atchison,MO
1482,29007,Audrain,MO
1483,29009,Barry,MO
1484,29011,Barton,MO
1485,29013,Bates,MO
1486,29015,Benton,MO
1487,29017,Bollinger,MO
1488,29019,Boone,MO
1489,29021,Buchanan,MO
1490,29023,Butler,MO
1491,29025,Caldwell,MO
1492,29027,Callaway,MO
1493,29029,Camden,MO
1494,29031,Cape Girardeau,MO
1495,29033,Carroll,MO
1496,29035,Carter,MO
1497,29037,Cass,MO
1498,29039,Cedar,MO
1499,29041,Chariton,MO
1500,29043,Christian,MO
1501,29045,Clark,MO
1502,29047,Clay,MO
1503,29049,Clinton,MO
1504,29051,Cole,MO
1505,29053,Cooper,MO
1506,29055,Crawford,MO
1507,29057,Dade,MO
1508,29059,Dallas,MO
1509,29061,Daviess,MO
1510,29063,De Kalb,MO
1511,29065,Dent,MO
1512,29067,Douglas,MO
1513,29069,Dunklin,MO
1514,29071,Franklin,MO
1515,29073,Gasconade,MO
1516,29075,Gentry,MO
1517,29077,Greene,MO
1518,29079,Grundy,MO
1519,29081,Harrison,MO
1520,29083,Henry,MO
1521,29085,Hickory,MO
1522,29087,Holt,MO
1523,29089,Howard,MO
1524,29091,Howell,MO
1525,29093,Iron,MO
1526,29095,Jackson,MO
1527,29097,Jasper,MO
1528,29099,Jefferson,MO
1529,29101,Johnson,MO
1530,29103,Knox,MO
1531,29105,Laclede,MO
1532,29107,Lafayette,MO
1533,29109,Lawrence,MO
1534,29111,Lewis,MO
1535,29113,Lincoln,MO
1536,29115,Linn,MO
1537,29117,Livingston,MO
1538,29119,McDonald,MO
1539,29121,Macon,MO
1540,29123,Madison,MO
1541,29125,Maries,MO
1542,29127,Marion,MO
1543,29129,Mercer,MO
1544,29131,Miller,MO
1545,29133,Mississippi,MO
1546,29135,Moniteau,MO
1547,29137,Monroe,MO
1548,29139,Montgomery,MO
1549,29141,Morgan,MO
1550,29143,New Madrid,MO
1551,29145,Newton,MO
1552,29147,Nodaway,MO
1553,29149,Oregon,MO
1554,29151,Osage,MO
1555,29153,Ozark,MO
1556,29155,Pemiscot,MO
1557,29157,Perry,MO
1558,29159,Pettis,MO
1559,29161,Phelps,MO
1560,29163,Pike,MO
1561,29165,Platte,MO
1562,29167,Polk,MO
1563,29169,Pulaski,MO
1564,29171,Putnam,MO
1565,29173,Ralls,MO
1566,29175,Randolph,MO
1567,29177,Ray,MO
1568,29179,Reynolds,MO
1569,29181,Ripley,MO
1570,29183,St Charles,MO
1571,29185,St Clair,MO
1572,29186,Ste. Genevieve,MO
1573,29187,St Francois,MO
1574,29189,St Louis,MO
1575,29195,Saline,MO
1576,29197,Schuyler,MO
1577,29199,Scotland,MO
1578,29201,Scott,MO
1579,29203,Shannon,MO
1580,29205,Shelby,MO
1581,29207,Stoddard,MO
1582,29209,Stone,MO
1583,29211,Sullivan,MO
1584,29213,Taney,MO
1585,29215,Texas,MO
1586,29217,Vernon,MO
1587,29219,Warren,MO
1588,29221,Washington,MO
1589,29223,Wayne,MO
1590,29225,Webster,MO
1591,29227,Worth,MO
1592,29229,Wright,MO
1593,29510,St Louis City,MO
1594,30001,Beaverhead,MT
1595,30003,Big Horn,MT
1596,30005,Blaine,MT
1597,30007,Broadwater,MT
1598,30009,Carbon,MT
1599,30011,Carter,MT
1600,30013,Cascade,MT
1601,30015,Chouteau,MT
1602,30017,Custer,MT
1603,30019,Daniels,MT
1604,30021,Dawson,MT
1605,30023,Deer Lodge,MT
1606,30025,Fallon,MT
1607,30027,Fergus,MT
1608,30029,Flathead,MT
1609,30031,Gallatin,MT
1610,30033,Garfield,MT
1611,30035,Glacier,MT
1612,30037,Golden Valley,MT
1613,30039,Granite,MT
1614,30041,Hill,MT
1615,30043,Jefferson,MT
1616,30045,Judith Basin,MT
1617,30047,Lake,MT
1618,30049,Lewis and Clark,MT
1619,30051,Liberty,MT
1620,30053,Lincoln,MT
1621,30055,McCone,MT
1622,30057,Madison,MT
1623,30059,Meagher,MT
1624,30061,Mineral,MT
1625,30063,Missoula,MT
1626,30065,Musselshell,MT
1627,30067,Park,MT
1628,30069,Petroleum,MT
1629,30071,Phillips,MT
1630,30073,Pondera,MT
1631,30075,Powder River,MT
1632,30077,Powell,MT
1633,30079,Prairie,MT
1634,30081,Ravalli,MT
1635,30083,Richland,MT
1636,30085,Roosevelt,MT
1637,30087,Rosebud,MT
1638,30089,Sanders,MT
1639,30091,Sheridan,MT
1640,30093,Silver Bow,MT
1641,30095,Stillwater,MT
1642,30097,Sweet Grass,MT
1643,30099,Teton,MT
1644,30101,Toole,MT
1645,30103,Treasure,MT
1646,30105,Valley,MT
1647,30107,Wheatland,MT
1648,30109,Wibaux,MT
1649,30111,Yellowstone,MT
1650,30113,Yellowstone Nat Park,MT
1651,31001,Adams,NE
1652,31003,Antelope,NE
1653,31005,Arthur,NE
1654,31007,Banner,NE
1655,31009,Blaine,NE
1656,31011,Boone,NE
1657,31013,Box Butte,NE
1658,31015,Boyd,NE
1659,31017,Brown,NE
1660,31019,Buffalo,NE
1661,31021,Burt,NE
1662,31023,Butler,NE
1663,31025,Cass,NE
1664,31027,Cedar,NE
1665,31029,Chase,NE
1666,31031,Cherry,NE
1667,31033,Cheyenne,NE
1668,31035,Clay,NE
1669,31037,Colfax,NE
1670,31039,Cuming,NE
1671,31041,Custer,NE
1672,31043,Dakota,NE
1673,31045,Dawes,NE
1674,31047,Dawson,NE
1675,31049,Deuel,NE
1676,31051,Dixon,NE
1677,31053,Dodge,NE
1678,31055,Douglas,NE
1679,31057,Dundy,NE
1680,31059,Fillmore,NE
1681,31061,Franklin,NE
1682,31063,Frontier,NE
1683,31065,Furnas,NE
1684,31067,Gage,NE
1685,31069,Garden,NE
1686,31071,Garfield,NE
1687,31073,Gosper,NE
1688,31075,Grant,NE
1689,31077,Greeley,NE
1690,31079,Hall,NE
1691,31081,Hamilton,NE
1692,31083,Harlan,NE
1693,31085,Hayes,NE
1694,31087,Hitchcock,NE
1695,31089,Holt,NE
1696,31091,Hooker,NE
1697,31093,Howard,NE
1698,31095,Jefferson,NE
1699,31097,Johnson,NE
1700,31099,Kearney,NE
1701,31101,Keith,NE
1702,31103,Keya Paha,NE
1703,31105,Kimball,NE
1704,31107,Knox,NE
1705,31109,Lancaster,NE
1706,31111,Lincoln,NE
1707,31113,Logan,NE
1708,31115,Loup,NE
1709,31117,McPherson,NE
1710,31119,Madison,NE
1711,31121,Merrick,NE
1712,31123,Morrill,NE
1713,31125,Nance,NE
1714,31127,Nemaha,NE
1715,31129,Nuckolls,NE
1716,31131,Otoe,NE
1717,31133,Pawnee,NE
1718,31135,Perkins,NE
1719,31137,Phelps,NE
1720,31139,Pierce,NE
1721,31141,Platte,NE
1722,31143,Polk,NE
1723,31145,Red Willow,NE
1724,31147,Richardson,NE
1725,31149,Rock,NE
1726,31151,Saline,NE
1727,31153,Sarpy,NE
1728,31155,Saunders,NE
1729,31157,Scotts Bluff,NE
1730,31159,Seward,NE
1731,31161,Sheridan,NE
1732,31163,Sherman,NE
1733,31165,Sioux,NE
1734,31167,Stanton,NE
1735,31169,Thayer,NE
1736,31171,Thomas,NE
1737,31173,Thurston,NE
1738,31175,Valley,NE
1739,31177,Washington,NE
1740,31179,Wayne,NE
1741,31181,Webster,NE
1742,31183,Wheeler,NE
1743,31185,York,NE
1744,32001,Churchill,NV
1745,32003,Clark,NV
1746,32005,Douglas,NV
1747,32007,Elko,NV
1748,32009,Esmeralda,NV
1749,32011,Eureka,NV
1750,32013,Humboldt,NV
1751,32015,Lander,NV
1752,32017,Lincoln,NV
1753,32019,Lyon,NV
1754,32021,Mineral,NV
1755,32023,Nye,NV
1756,32027,Pershing,NV
1757,32029,Storey,NV
1758,32031,Washoe,NV
1759,32033,White Pine,NV
1760,32510,Carson City,NV
1761,33001,Belknap,NH
1762,33003,Carroll,NH
1763,33005,Cheshire,NH
1764,33007,Coos,NH
1765,33009,Grafton,NH
1766,33011,Hillsborough,NH
1767,33013,Merrimack,NH
1768,33015,Rockingham,NH
1769,33017,Strafford,NH
1770,33019,Sullivan,NH
1771,34001,Atlantic,NJ
1772,34003,Bergen,NJ
1773,34005,Burlington,NJ
1774,34007,Camden,NJ
1775,34009,Cape May,NJ
1776,34011,Cumberland,NJ
1777,34013,Essex,NJ
1778,34015,Gloucester,NJ
1779,34017,Hudson,NJ
1780,34019,Hunterdon,NJ
1781,34021,Mercer,NJ
1782,34023,Middlesex,NJ
1783,34025,Monmouth,NJ
1784,34027,Morris,NJ
1785,34029,Ocean,NJ
1786,34031,Passaic,NJ
1787,34033,Salem,NJ
1788,34035,Somerset,NJ
1789,34037,Sussex,NJ
1790,34039,Union,NJ
1791,34041,Warren,NJ
1792,35001,Bernalillo,NM
1793,35003,Catron,NM
1794,35005,Chaves,NM
1795,35006,Cibola,NM
1796,35007,Colfax,NM
1797,35009,Curry,NM
1798,35011,De Baca,NM
1799,35013,Dona Ana,NM
1800,35015,Eddy,NM
1801,35017,Grant,NM
1802,35019,Guadalupe,NM
1803,35021,Harding,NM
1804,35023,Hidalgo,NM
1805,35025,Lea,NM
1806,35027,Lincoln,NM
1807,35028,Los Alamos,NM
1808,35029,Luna,NM
1809,35031,McKinley,NM
1810,35033,Mora,NM
1811,35035,Otero,NM
1812,35037,Quay,NM
1813,35039,Rio Arriba,NM
1814,35041,Roosevelt,NM
1815,35043,Sandoval,NM
1816,35045,San Juan,NM
1817,35047,San Miguel,NM
1818,35049,Santa Fe,NM
1819,35051,Sierra,NM
1820,35053,Socorro,NM
1821,35055,Taos,NM
1822,35057,Torrance,NM
1823,35059,Union,NM
1824,35061,Valencia,NM
1825,36001,Albany,NY
1826,36003,Allegany,NY
1827,36005,Bronx,NY
1828,36007,Broome,NY
1829,36009,Cattaraugus,NY
1830,36011,Cayuga,NY
1831,36013,Chautauqua,NY
1832,36015,Chemung,NY
1833,36017,Chenango,NY
1834,36019,Clinton,NY
1835,36021,Columbia,NY
1836,36023,Cortland,NY
1837,36025,Delaware,NY
1838,36027,Dutchess,NY
1839,36029,Erie,NY
1840,36031,Essex,NY
1841,36033,Franklin,NY
1842,36035,Fulton,NY
1843,36037,Genesee,NY
1844,36039,Greene,NY
1845,36041,Hamilton,NY
1846,36043,Herkimer,NY
1847,36045,Jefferson,NY
1848,36047,Kings,NY
1849,36049,Lewis,NY
1850,36051,Livingston,NY
1851,36053,Madison,NY
1852,36055,Monroe,NY
1853,36057,Montgomery,NY
1854,36059,Nassau,NY
1855,36061,New York,NY
1856,36063,Niagara,NY
1857,36065,Oneida,NY
1858,36067,Onondaga,NY
1859,36069,Ontario,NY
1860,36071,Orange,NY
1861,36073,Orleans,NY
1862,36075,Oswego,NY
1863,36077,Otsego,NY
1864,36079,Putnam,NY
1865,36081,Queens,NY
1866,36083,Rensselaer,NY
1867,36085,Richmond,NY
1868,36087,Rockland,NY
1869,36089,St Lawrence,NY
1870,36091,Saratoga,NY
1871,36093,Schenectady,NY
1872,36095,Schoharie,NY
1873,36097,Schuyler,NY
1874,36099,Seneca,NY
1875,36101,Steuben,NY
1876,36103,Suffolk,NY
1877,36105,Sullivan,NY
1878,36107,Tioga,NY
1879,36109,Tompkins,NY
1880,36111,Ulster,NY
1881,36113,Warren,NY
1882,36115,Washington,NY
1883,36117,Wayne,NY
1884,36119,Westchester,NY
1885,36121,Wyoming,NY
1886,36123,Yates,NY
1887,37001,Alamance,NC
1888,37003,Alexander,NC
1889,37005,Alleghany,NC
1890,37007,Anson,NC
1891,37009,Ashe,NC
1892,37011,Avery,NC
1893,37013,Beaufort,NC
1894,37015,Bertie,NC
1895,37017,Bladen,NC
1896,37019,Brunswick,NC
1897,37021,Buncombe,NC
1898,37023,Burke,NC
1899,37025,Cabarrus,NC
1900,37027,Caldwell,NC
1901,37029,Camden,NC
1902,37031,Carteret,NC
1903,37033,Caswell,NC
1904,37035,Catawba,NC
1905,37037,Chatham,NC
1906,37039,Cherokee,NC
1907,37041,Chowan,NC
1908,37043,Clay,NC
1909,37045,Cleveland,NC
1910,37047,Columbus,NC
1911,37049,Craven,NC
1912,37051,Cumberland,NC
1913,37053,Currituck,NC
1914,37055,Dare,NC
1915,37057,Davidson,NC
1916,37059,Davie,NC
1917,37061,Duplin,NC
1918,37063,Durham,NC
1919,37065,Edgecombe,NC
1920,37067,Forsyth,NC
1921,37069,Franklin,NC
1922,37071,Gaston,NC
1923,37073,Gates,NC
1924,37075,Graham,NC
1925,37077,Granville,NC
1926,37079,Greene,NC
1927,37081,Guilford,NC
1928,37083,Halifax,NC
1929,37085,Harnett,NC
1930,37087,Haywood,NC
1931,37089,Henderson,NC
1932,37091,Hertford,NC
1933,37093,Hoke,NC
1934,37095,Hyde,NC
1935,37097,Iredell,NC
1936,37099,Jackson,NC
1937,37101,Johnston,NC
1938,37103,Jones,NC
1939,37105,Lee,NC
1940,37107,Lenoir,NC
1941,37109,Lincoln,NC
1942,37111,McDowell,NC
1943,37113,Macon,NC
1944,37115,Madison,NC
1945,37117,Martin,NC
1946,37119,Mecklenburg,NC
1947,37121,Mitchell,NC
1948,37123,Montgomery,NC
1949,37125,Moore,NC
1950,37127,Nash,NC
1951,37129,New Hanover,NC
1952,37131,Northampton,NC
1953,37133,Onslow,NC
1954,37135,Orange,NC
1955,37137,Pamlico,NC
1956,37139,Pasquotank,NC
1957,37141,Pender,NC
1958,37143,Perquimans,NC
1959,37145,Person,NC
1960,37147,Pitt,NC
1961,37149,Polk,NC
1962,37151,Randolph,NC
1963,37153,Richmond,NC
1964,37155,Robeson,NC
1965,37157,Rockingham,NC
1966,37159,Rowan,NC
1967,37161,Rutherford,NC
1968,37163,Sampson,NC
1969,37165,Scotland,NC
1970,37167,Stanly,NC
1971,37169,Stokes,NC
1972,37171,Surry,NC
1973,37173,Swain,NC
1974,37175,Transylvania,NC
1975,37177,Tyrrell,NC
1976,37179,Union,NC
1977,37181,Vance,NC
1978,37183,Wake,NC
1979,37185,Warren,NC
1980,37187,Washington,NC
1981,37189,Watauga,NC
1982,37191,Wayne,NC
1983,37193,Wilkes,NC
1984,37195,Wilson,NC
1985,37197,Yadkin,NC
1986,37199,Yancey,NC
1987,38001,Adams,ND
1988,38003,Barnes,ND
1989,38005,Benson,ND
1990,38007,Billings,ND
1991,38009,Bottineau,ND
1992,38011,Bowman,ND
1993,38013,Burke,ND
1994,38015,Burleigh,ND
1995,38017,Cass,ND
1996,38019,Cavalier,ND
1997,38021,Dickey,ND
1998,38023,Divide,ND
1999,38025,Dunn,ND
2000,38027,Eddy,ND
2001,38029,Emmons,ND
2002,38031,Foster,ND
2003,38033,Golden Valley,ND
2004,38035,Grand Forks,ND
2005,38037,Grant,ND
2006,38039,Griggs,ND
2007,38041,Hettinger,ND
2008,38043,Kidder,ND
2009,38045,La Moure,ND
2010,38047,Logan,ND
2011,38049,McHenry,ND
2012,38051,McIntosh,ND
2013,38053,McKenzie,ND
2014,38055,McLean,ND
2015,38057,Mercer,ND
2016,38059,Morton,ND
2017,38061,Mountrail,ND
2018,38063,Nelson,ND
2019,38065,Oliver,ND
2020,38067,Pembina,ND
2021,38069,Pierce,ND
2022,38071,Ramsey,ND
2023,38073,Ransom,ND
2024,38075,Renville,ND
2025,38077,Richland,ND
2026,38079,Rolette,ND
2027,38081,Sargent,ND
2028,38083,Sheridan,ND
2029,38085,Sioux,ND
2030,38087,Slope,ND
2031,38089,Stark,ND
2032,38091,Steele,ND
2033,38093,Stutsman,ND
2034,38095,Towner,ND
2035,38097,Traill,ND
2036,38099,Walsh,ND
2037,38101,Ward,ND
2038,38103,Wells,ND
2039,38105,Williams,ND
2040,39001,Adams,OH
2041,39003,Allen,OH
2042,39005,Ashland,OH
2043,39007,Ashtabula,OH
2044,39009,Athens,OH
2045,39011,Auglaize,OH
2046,39013,Belmont,OH
2047,39015,Brown,OH
